ACCT_MODULE_VERSION,FILE_GROUP,ESTIMATED_FAMILY_MODULE,ESTIMATED_FAMILY_SPEND_RANGE,SRC_ROW_CNT,FAMILY_ID,FAMILY_ID_REGION,SV_ROOT_ACCOUNT,CSG_ACCOUNT,BILLING_ZIP_MAX,ATHENA_SEGMENTS,ATHENA_LEGAL_NAME1,SV_BUSN_NAME_MAX,CSG_BUSN_NAME_MAX,FAMILY_SPEND_EST_FOR_EVAL,ATHENA_FAMILY_TELCO_SPEND,CSG_AND_SV_TOTAL_MRC,TOTAL_LOC_CNT,SV_SITE_CNT,CSG_SITE_CNT,SV_EXCL_IND_CNT,CSG_EXCL_IND_CNT,SFDC_NAT_IND_CNT,SFDC_NAT_SP_IND_CNT,COAX_GREENISH_CNT,FIBER_GREENISH_CNT,COAX_YELLOW_CNT,FIBER_YELLOW_CNT,SV_ROOT_ACCOUNT_CNT,SV_ACCOUNT_CNT,SV_AAN_CNT,CSG_WD_SITE_CNT,CSG_ACCOUNT_CNT,SV_WD_SITE_CNT,CSG_REGIONS_CNT,SV_METROE_IND,SV_AV_IND,CSG_VOICE_IND,CSG_DATA_IND,CSG_VIDEO_IND,CSG_WIFIPRO_IND,CSG_CONNPRO_IND,CSG_TW_IND,CSG_TOTAL_MRC,SV_TOTAL_MRC,CSG_VOICE_MRC,CSG_DATA_MRC,CSG_VIDEO_MRC,CSG_CONNPRO_MRC,CSG_WIFIPRO_MRC,CSG_SECEDGE_MRC,SV_MRC_METROE,SV_MRC_AV_TOTAL,SV_MRCsubset_AV_PRI,SV_MRCsubset_AV_SIP,SV_MRCsubset_AV_BVE,ATHENA_EST_EMP_CNT,CSG_TENURE_MNTHS,HBB_IND,HSPY_IND,NAT_IND,GOV_IND,AGGR_IND,MES_IND,EDU_IND,CAR_IND,TWKR_IND,CBH_IND,PARENT_ID_MAX,SFDC_ACCOUNT_MAX,AM_MODULE_MAX,OWNER_ID_MAX,CAGE_NUMBER_MAX
IN PREVIOUS,CSG,CENTER,100 TO 200,1,119973,HOUSTON,NULL,8777702164207511,77066,SMB:1  MID:0  NAT:0  UNKN:0,METAL MACHINING TECHNOLOGY,NULL,"MACHINING TECHNOLOGY,METAL",118.40,0.00,118.40,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,118.400,0.000000,0.00,118.40,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,5,63,0,0,0,0,0,0,0,0,0,0,NULL,0011200001DhHkjAAF,NULL,005A0000004NjfMIAS,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,180902,PORTLAND,NULL,8778105043806173,97301,SMB:1  MID:0  NAT:0  UNKN:0,SPARROW FURNITURE,NULL,"FURNITURE,SPARROW",153.70,0.00,153.70,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,153.700,0.000000,68.35,49.95,35.40,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,3,33,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001NdBymQAF,NULL,005A0000003QTx2IAG,NULL
IN PREVIOUS,CSG,EXCLD,100 OR LESS,1,299688,CALIFORNIA,NULL,8155400571992989,94544,SMB:1  MID:0  NAT:0  UNKN:0,DIMENSION DATA HOLDINGS,NULL,"HOLDINGS,DIMENSION DATA",0.00,0.00,0.00,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,23,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001SSF9KQAX,NULL,005A0000005hVY7IAM,NULL
CURRENT,CSG,CENTER,400 TO 500,2,183707,CALIFORNIA,NULL,8155300530325851,95482,SMB:1  MID:0  NAT:0  UNKN:1,KURE WELLNESS,NULL,"WELLNESS,KURE",460.17,460.17,139.90,2,0,2,0,0,0,0,1,2,2,1,0,0,0,2,2,0,1,0,0,0,2,0,0,0,0,139.900,0.000000,0.00,139.90,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,5,63,0,0,0,0,0,0,0,0,0,0,NULL,0011H000024vaKLQAY,NULL,005A0000005hwRZIAY,NULL
CURRENT,CSG,CENTER,300 TO 400,1,456855,CALIFORNIA,NULL,8155300342604550,95404,SMB:1  MID:0  NAT:0  UNKN:0,POOLEY POOLEY CPAS,NULL,"POOLEY AND POOLEY,CPAS",320.25,320.25,238.25,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,238.250,0.000000,121.25,117.00,0.00,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,6,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001yiTseQAE,NULL,0051H000008iHLgQAM,NULL
IN PREVIOUS,CSG,AM1,500 TO 750,3,494428,MOUNTAIN WEST,NULL,8777701380660586,94002,SMB:2  MID:0  NAT:0  UNKN:1,SUSHI MONSTER,NULL,"MONSTER,SUSHI",731.50,422.25,731.50,3,0,3,0,0,0,0,2,3,3,2,0,0,0,3,3,0,3,0,0,3,3,2,0,0,0,731.500,0.000000,245.05,174.85,311.60,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,5,41,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001PBEilQAH,NULL,005A0000005hxsqIAA,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,185332,MOUNTAIN WEST,NULL,8495444700657054,84070,SMB:1  MID:0  NAT:0  UNKN:0,M JOY JELTE,NULL,"JELTE,M JOY",311.08,311.08,238.70,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,238.700,0.000000,103.35,109.95,25.40,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,60,0,0,0,0,0,0,0,0,0,0,NULL,0011200001E8jxuAAB,NULL,005A00000050PNXIA2,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,231748,MOUNTAIN WEST,NULL,8497606421511020,80538,SMB:1  MID:0  NAT:0  UNKN:0,ASCO CONSTRUCTION,NULL,"CONSTRUCTION,ASCO",138.35,110.25,138.35,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,138.350,0.000000,0.00,138.35,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,34,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001NMdpPQAT,NULL,00512000006fHNsAAM,NULL
IN PREVIOUS,CSG,EXCLD,100 OR LESS,1,63847,MOUNTAIN WEST,NULL,8497303264154254,80211,SMB:1  MID:0  NAT:0  UNKN:0,SHEET METAL WKRS TRAINING FUND,NULL,"LOCAL 9,SHEETMETAL WORKERS",0.00,0.00,0.00,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,25,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001QSjFgQAL,NULL,00512000006HYQgAAO,NULL
IN PREVIOUS,CSG,CENTER,200 TO 250,1,607107,HOUSTON,NULL,8777703188493046,77034,SMB:0  MID:0  NAT:0  UNKN:1,NULL,NULL,"LEMOINECOMPANYLLC,THE",213.25,NULL,213.25,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,213.250,0.000000,38.40,174.85,0.00,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,11,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001u87wXQAQ,NULL,005A0000004zeVLIAY,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,463391,MOUNTAIN WEST,NULL,8497950054449680,87102,SMB:1  MID:0  NAT:0  UNKN:0,GLOBE FURNITURE CO,NULL,"GLOBE,FURNITURE",166.17,166.17,96.50,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,96.500,0.000000,0.00,69.95,26.55,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,7,77,0,0,0,0,0,0,0,0,0,0,NULL,001A0000014xTS3IAM,NULL,005A0000004MbIwIAK,NULL
IN PREVIOUS,CSG,CENTER,400 TO 500,1,402092,HOUSTON,NULL,8777703187430429,77048,SMB:1  MID:0  NAT:0  UNKN:0,GET-TOWED LLC,NULL,"LLC,GET-TOWED",414.08,414.08,93.35,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,93.350,0.000000,43.40,49.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,7,30,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001OCf4vQAD,NULL,005A0000004NjZmIAK,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,402183,MOUNTAIN WEST,NULL,8497950250983987,87505,SMB:1  MID:0  NAT:0  UNKN:0,PAULINE BARBER SHOP,NULL,"BARBER SHOP,PAULINE",126.42,126.42,119.90,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,119.900,0.000000,43.40,49.95,26.55,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,1,34,0,0,0,0,0,0,0,0,0,0,NULL,0011200001MjkCvAAJ,NULL,00512000006RMXpAAO,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,449625,SEATTLE,NULL,8498370010341286,98520,SMB:1  MID:0  NAT:0  UNKN:0,PUD MAIN BUILDING,NULL,"MAIN BUILDING,PUD",322.67,322.67,113.35,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,113.350,0.000000,0.00,113.35,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,285,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
CURRENT,CSG,CENTER,200 TO 250,1,552744,CALIFORNIA,NULL,8155300301644183,94533,SMB:0  MID:0  NAT:0  UNKN:1,NULL,NULL,"HAWAIIANBARBECUEF,OHANA",223.25,NULL,223.25,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,223.250,0.000000,73.35,149.90,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,9,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001vg3dXQAQ,NULL,0051H000008qFxMQAU,NULL
IN PREVIOUS,CSG,CENTER,200 TO 250,1,332820,HOUSTON,NULL,8777703160428655,77070,SMB:1  MID:0  NAT:0  UNKN:0,TEXAS PRIDE,NULL,"PRIDE,TEXAS",224.45,214.92,224.45,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,224.450,0.000000,78.35,119.90,26.20,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,44,0,0,0,0,0,0,0,0,0,0,NULL,0011200001Jv51lAAB,NULL,00512000006HTpHAAW,NULL
CURRENT,CSG,CENTER,100 TO 200,1,588589,SEATTLE,NULL,8498350065517105,98409,SMB:0  MID:0  NAT:0  UNKN:1,NULL,NULL,"HOMEHEALTHCARE,HEALTHFIRST",158.30,NULL,158.30,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,158.300,0.000000,61.25,97.05,0.00,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,5,0,0,0,0,0,0,0,0,0,0,NULL,0011H000020LG4wQAG,NULL,0051H00000BO6A5QAL,NULL
IN PREVIOUS,CSG,AM1,500 TO 750,1,228793,HOUSTON,NULL,8777701540279467,77477,SMB:1  MID:0  NAT:0  UNKN:0,HOUSTON AUTOMATION INC,NULL,"HOUSTON AUTOMATION,INC",700.50,700.50,88.40,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,88.400,0.000000,0.00,88.40,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,13,93,0,0,0,0,0,0,0,0,0,0,NULL,001A000000vM1PlIAK,NULL,005A0000002rPylIAE,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,280468,HOUSTON,NULL,8777701821041396,77550,SMB:1  MID:0  NAT:0  UNKN:0,TWENTY THIRD ST STATION,NULL,"STATION,TWENTY THIRD ST",369.61,327.42,369.61,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,369.610,0.000000,43.40,89.95,236.26,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,57,0,0,0,0,0,0,0,0,0,0,NULL,0011200001FNpnJAAT,NULL,005A0000002shqbIAA,NULL
IN PREVIOUS,CSG,CENTER,400 TO 500,1,261324,MOUNTAIN WEST,NULL,8497606401311094,80501,SMB:0  MID:1  NAT:0  UNKN:0,* DAVITA - MDTA ACCT,NULL,"DAVITA - MDTA ACCT,*",414.67,414.67,0.00,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,123,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
IN PREVIOUS,CSG,CENTER,200 TO 250,1,536153,MOUNTAIN WEST,NULL,8497404760695160,80111,SMB:1  MID:0  NAT:0  UNKN:0,SPOT ON COLORADO,NULL,"COLORADO,SPOT ON",233.20,0.00,233.20,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,233.200,0.000000,53.35,179.85,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,12,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001pI9l5QAC,NULL,0051H000007w59mQAA,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,368345,CALIFORNIA,NULL,8155100150860009,94041,SMB:1  MID:0  NAT:0  UNKN:0,* MAGGIE BURGETT - STANFOR,NULL,"MAGGIE BURGETT - STANFOR,*",335.75,335.75,108.35,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,108.350,0.000000,0.00,108.35,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,96,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
IN PREVIOUS,SV&CSG,EXCLD,100 OR LESS,3,33282,SEATTLE,900012278,8498350220454962,98390,SMB:0  MID:2  NAT:0  UNKN:0,NORVANCO INTERNATIONAL INC,Norvanco International Inc,"INC,NORVANCO INTERNATIONAL",0.00,0.00,0.00,2,2,1,2,0,0,0,2,2,2,2,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0.000,2223.900000,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,600,99,0,0,2,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
CURRENT,CSG,CENTER,200 TO 250,1,593125,TWIN CITIES,NULL,8772105180129609,55304,SMB:0  MID:0  NAT:0  UNKN:1,NULL,NULL,"OFFICE PA,KAINE LAW",201.40,NULL,201.40,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,201.400,0.000000,138.84,39.51,23.05,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,7,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001x98ThQAI,NULL,0051H00000AvX8kQAF,NULL
IN PREVIOUS,CSG,EAM,2000 TO 3000,2,420069,SEATTLE,NULL,8498350065325178,98465,SMB:1  MID:1  NAT:0  UNKN:0,SCOTTISH RITE TEMPLE,NULL,"RITE,SCOTTISH",2459.92,2459.92,264.05,2,0,2,0,0,0,0,0,2,2,0,0,0,0,2,2,0,1,0,0,2,1,2,0,1,0,264.050,0.000000,61.25,117.00,85.80,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,248,183,0,0,0,0,0,0,0,0,0,0,NULL,001A000000pTIEHIA4,NULL,005A0000004xfasIAA,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,445503,MOUNTAIN WEST,NULL,8497303241130609,80210,SMB:1  MID:0  NAT:0  UNKN:0,DIVINO WINE & SPIRITS,NULL,"WINE & SPIRITS,DIVINO",177.00,177.00,103.30,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,103.300,0.000000,68.35,34.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,139,0,0,0,0,0,0,0,0,0,0,NULL,0011200001FEnoDAAT,NULL,005A0000003RSBqIAO,NULL
IN PREVIOUS,CSG,AM1,1000 TO 2000,1,513069,MOUNTAIN WEST,NULL,8495444550205392,84651,SMB:1  MID:0  NAT:0  UNKN:0,ELK RIDGE ASSISTED LIVING,NULL,"ASSISTED,ELK RIDGE",1264.50,1264.50,170.85,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,170.850,0.000000,83.30,59.95,27.60,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,14,82,0,0,0,0,0,0,0,0,0,0,NULL,001A0000010pY76IAE,NULL,005A0000002E72nIAC,NULL
IN PREVIOUS,CSG,AM1,1000 TO 2000,1,511741,HOUSTON,NULL,8777701740828543,77591,SMB:1  MID:0  NAT:0  UNKN:0,PENNEY STORAGE,NULL,"STORAGE,PENNEY",1022.20,122.75,1022.20,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1022.200,0.000000,183.20,549.85,109.15,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,20,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001R2pVVQAZ,NULL,005A0000004NsdjIAC,NULL
IN PREVIOUS,CSG,CENTER,100 OR LESS,1,552942,CALIFORNIA,NULL,8155300342488277,95407,SMB:0  MID:0  NAT:0  UNKN:1,NULL,NULL,"ROOFINGCOMPAN,CUSTOMIZED",29.95,NULL,29.95,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,29.950,0.000000,0.00,29.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,16,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001nLrIZQA0,NULL,005A0000004xfbWIAQ,NULL
IN PREVIOUS,CSG,EXCLD,100 OR LESS,1,502174,HOUSTON,NULL,8777703175929861,77055,SMB:0  MID:0  NAT:0  UNKN:1,BINSWANGER 88,NULL,"88,BINSWANGER",0.00,0.00,0.00,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,37,0,0,0,0,0,0,0,0,0,0,NULL,0011200001MY9MKAA1,NULL,005A0000003QnbyIAC,NULL
IN PREVIOUS,CSG,CENTER,200 TO 250,1,507335,CALIFORNIA,NULL,8155300130276413,94945,SMB:1  MID:0  NAT:0  UNKN:0,ROTO ROOTER PLUMBG SEWER DRAIN,NULL,"MARIN,ROTO ROOTER",218.40,119.17,218.40,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,218.400,0.000000,0.00,218.40,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,1,131,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,43278,PORTLAND,NULL,8778104020509876,97217,SMB:1  MID:0  NAT:0  UNKN:0,HERO SYSTEMS INC,NULL,"SYSTEMS INC,HERO",153.30,112.33,153.30,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,153.300,0.000000,43.40,109.90,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,27,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001PBgbUQAT,NULL,005A0000004OlioIAC,NULL
IN PREVIOUS,CSG,CENTER,200 TO 250,1,213777,CALIFORNIA,NULL,8155500300136384,93725,SMB:1  MID:0  NAT:0  UNKN:0,PROTEIN INC.,NULL,"INC.,PROTEIN",243.35,113.33,243.35,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,243.350,0.000000,0.00,243.35,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,171,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
IN PREVIOUS,CSG,CENTER,250 TO 300,1,236251,PORTLAND,NULL,8778101130652810,98626,SMB:1  MID:0  NAT:0  UNKN:0,HABITAT FOR HUMANITY RESTORE,NULL,"STORE,CCHFH",293.55,123.58,293.55,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,293.550,0.000000,128.25,129.95,35.35,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,40,0,0,0,0,0,0,0,0,0,0,NULL,0011200001L5PbcAAF,NULL,00512000005kAQfAAM,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,432780,HOUSTON,NULL,8777702160383514,77065,SMB:1  MID:0  NAT:0  UNKN:0,TRACY TROXELL,NULL,"LOUNGE,CYPRESS",195.85,120.25,195.85,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,195.850,0.000000,0.00,0.00,195.85,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,4,308,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,128113,PORTLAND,NULL,8778106012124440,97330,SMB:1  MID:0  NAT:0  UNKN:0,COUNTRY VITAMINS,NULL,"VITAMINS,COUNTRY",168.30,122.42,168.30,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,168.300,0.000000,78.35,89.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,4,90,0,0,0,0,0,0,0,0,0,0,NULL,001A000000rU7CwIAK,NULL,005A0000002DxyXIAS,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,200358,CALIFORNIA,NULL,8155400395481037,94607,SMB:1  MID:0  NAT:0  UNKN:0,BRIX 581,NULL,"581,BRIX",307.35,116.50,307.35,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,307.350,0.000000,68.35,49.95,189.05,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,3,32,0,0,0,0,0,0,0,0,0,0,NULL,0011200001MXyfqAAD,NULL,00512000006ICRKAA4,NULL
IN PREVIOUS,CSG,CENTER,100 OR LESS,1,137035,MOUNTAIN WEST,NULL,8497900170207629,80921,SMB:0  MID:0  NAT:0  UNKN:0,DONALD WSCTT FIRE PRTCT DIST,NULL,"WESCOTT FIRE STATION,*",99.95,0.00,99.95,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,99.950,0.000000,0.00,99.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,30,100,0,0,0,0,0,0,0,0,0,0,NULL,001A000000pTzWIIA0,NULL,005A0000002Dy1dIAC,NULL
IN PREVIOUS,CSG,CENTER,250 TO 300,1,415627,SEATTLE,NULL,8498330051386046,98033,SMB:1  MID:0  NAT:0  UNKN:0,CFM HEATING & COOLING INC,NULL,"HEATING AND COOLING,CFM",254.50,254.50,168.65,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,168.650,0.000000,93.30,49.95,25.40,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,9,107,0,0,0,0,0,0,0,0,0,0,NULL,001A000000maAnNIAU,NULL,005A00000015poDIAQ,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,516712,CALIFORNIA,NULL,8155500296642296,93703,SMB:1  MID:0  NAT:0  UNKN:0,CHANG HOMES,NULL,"HOMES,CHANG",324.83,324.83,110.90,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,110.900,0.000000,43.40,34.95,32.55,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,15,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001nODwkQAG,NULL,0051H000007w6bUQAQ,NULL
IN PREVIOUS,CSG,CENTER,400 TO 500,1,89013,PORTLAND,NULL,8778104162295581,97230,SMB:1  MID:0  NAT:0  UNKN:0,* GREENWOOD VILLAGE APTS,NULL,"GREENWOOD VILLAGE APTS,*",472.42,472.42,88.40,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,88.400,0.000000,0.00,88.40,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,3,132,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
CURRENT,CSG,AM1,1000 TO 2000,1,469296,CALIFORNIA,NULL,8155200080644943,94025,SMB:1  MID:0  NAT:0  UNKN:0,FORD LAND COMPANY L L C,NULL,"LLC,FORD LAND COMPANY",1346.67,1346.67,183.30,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,183.300,0.000000,0.00,183.30,0.00,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,10,2,0,0,0,0,0,0,0,0,0,0,NULL,0011H000024ui2RQAQ,NULL,0051H000008i6fgQAA,NULL
IN PREVIOUS,CSG,CENTER,250 TO 300,1,88846,CALIFORNIA,NULL,8155300430129064,94599,SMB:1  MID:0  NAT:0  UNKN:0,CICCIO,NULL,"CICCIO,CICCIO",265.75,265.75,54.95,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,54.950,0.000000,0.00,54.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,10,93,0,0,0,0,0,0,0,0,0,0,NULL,001A000000tTV9NIAW,NULL,005A0000002SF4CIAW,NULL
IN PREVIOUS,CSG,CENTER,100 OR LESS,1,529821,PORTLAND,NULL,8778106090486117,97386,SMB:1  MID:0  NAT:0  UNKN:0,POWERSMART LED,NULL,"LED,POWERSMART",99.95,0.00,99.95,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,99.950,0.000000,0.00,99.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,142,0,0,0,0,0,0,0,0,0,0,NULL,001A000000lUpytIAC,NULL,005A00000015poDIAQ,NULL
